"id","nombre_producto","fecha_creacion","fecha_actualizacion_producto","precio_costo_producto","precio_venta_producto","stock"
602,"CINTA METRICA 5MT TRUPER","2022-07-21 15:40:22.02666","2022-07-21 15:40:22.026663","12","17","0"
603,"CINTA METRICA 7.5MT","2022-07-21 15:40:22.030082","2022-07-21 15:40:22.030086","8","0","0"
604,"CINTA METRICA 7.5MT KAMASA","2022-07-21 15:40:22.033574","2022-07-21 15:40:22.033578","13.1","18","0"
605,"CINTA METRICA 8MT ACER. AREQ.","2022-07-21 15:40:22.037027","2022-07-21 15:40:22.037031","16.6","0","0"
606,"CINTA METRICA 8MT PRETULS","2022-07-21 15:40:22.040232","2022-07-21 15:40:22.040236","10","0","0"
607,"CINTA METRICA 8MT TRUPER","2022-07-21 15:40:22.043464","2022-07-21 15:40:22.043468","21","38","0"
608,"CINTA METRICA P/CABLE 10MT. KAMASAKI","2022-07-21 15:40:22.046799","2022-07-21 15:40:22.046802","0","0","0"
609,"CINTA PASA CABLE C/RESORTE 10MT. KLINSMANN","2022-07-21 15:40:22.052435","2022-07-21 15:40:22.05244","7","0","0"
610,"CINTA PASA CABLE C/RESORTE 15MT. KLINSMANN","2022-07-21 15:40:22.05581","2022-07-21 15:40:22.055814","8.5","0","0"
611,"CINTA PASA CABLE C/RESORTE 5MT. KLINSMANN","2022-07-21 15:40:22.05915","2022-07-21 15:40:22.059154","7.23","0","0"
612,"CINTA PASA CABLE DE PLASTICO 5M/19MM BULLTOOLS","2022-07-21 15:40:22.062403","2022-07-21 15:40:22.062407","5","0","0"
613,"CINTA PELIGRO AMARILLO","2022-07-21 15:40:22.065811","2022-07-21 15:40:22.065815","23","0","0"
614,"CINTA PELIGRO ROJO","2022-07-21 15:40:22.069034","2022-07-21 15:40:22.069038","23","0","0"
615,"CINTA ROJO X ROLLO 200MT","2022-07-21 15:40:22.072137","2022-07-21 15:40:22.072141","23","0","0"
618,"CINTILLO 300X100UNID","2022-07-21 15:40:22.084568","2022-07-21 15:40:22.084572","7","0","0"
619,"CINTILLO 4.8X300","2022-07-21 15:40:22.087922","2022-07-21 15:40:22.087926","14.4","0","0"
620,"CINTILLO 4.8X400","2022-07-21 15:40:22.091301","2022-07-21 15:40:22.091305","17.6","0","0"
621,"CINTILLO 4.8X500","2022-07-21 15:40:22.094779","2022-07-21 15:40:22.094783","25.6","0","0"
622,"CINTILLO 400X100UNID","2022-07-21 15:40:22.098044","2022-07-21 15:40:22.098049","11.5","0","0"
582,"CINTA MASKING TAPE USO GENERAL 2""X40 YARDAS PEGAFAN","2022-07-21 15:40:21.936989","2022-07-21 15:40:21.936993","6.42","8.5","-1"
561,"CHEMA 3 ACELERANTE DE FRAGUA GLN","2022-07-21 15:40:21.843556","2022-07-21 15:40:21.843562","23.31","0","-2"
581,"CINTA MASKING 2""X30 YDAS PEGAFAN","2022-07-21 15:40:21.933789","2022-10-05 21:10:29.218755","6.4","9.5","6"
601,"CINTA METRICA 5MT STANLEY","2022-07-21 15:40:22.023215","2022-09-14 21:06:36.816033","21","27","3"
571,"CINTA DE EMBALAJE 2X40M","2022-07-21 15:40:21.896099","2022-07-21 15:40:21.896103","2.05","6","-1"
565,"CINCEL DE FIERRO 3/8""","2022-07-21 15:40:21.86926","2022-08-13 20:05:00.944037","2","4","1"
564,"CINCEL DE FIERRO 1/2""","2022-07-21 15:40:21.861353","2022-07-21 15:40:21.861357","3","5","-1"
577,"CINTA MASKING TAPE USO GENERAL 1""X30 YARDAS PEGAFAN","2022-07-21 15:40:21.919476","2022-07-21 15:40:21.919482","2.92","6","-2"
594,"CINTA METRICA 5MT","2022-07-21 15:40:21.996407","2022-09-14 17:21:48.144165","4.5","8","12"
599,"CINTA METRICA 5MT KAMASA","2022-07-21 15:40:22.016204","2022-09-14 20:43:10.395669","6.5","9","12"
567,"CINTA AISLANTE 3M TEMFLEX 5YDS 3M","2022-07-21 15:40:21.8768","2022-07-21 15:40:21.876804","1.7","3","-5"
572,"CINTA DE EMBALAJE DELGADO","2022-07-21 15:40:21.8996","2022-07-21 15:40:21.899604","2.2","3","-1"
566,"CINTA AISLANTE 3M TEMFLEX 20YDS 3M","2022-07-21 15:40:21.872693","2022-10-07 16:40:10.910924","3.2","6.5","100"
623,"CINTILLO NYLON BLANCO 3.6 X 200 MM","2022-07-21 15:40:22.101696","2022-07-21 15:40:22.1017","0.3","0","0"
624,"CINTILLO NYLON BLANCO 4,8 X 300 MM","2022-07-21 15:40:22.105314","2022-07-21 15:40:22.105318","0","0","0"
625,"CINTLLO 20 B/N","2022-07-21 15:40:22.108955","2022-07-21 15:40:22.10896","4","0","0"
626,"CINTLLO 25 B/N","2022-07-21 15:40:22.112196","2022-07-21 15:40:22.1122","5","0","0"
627,"CINTLLO 30 B/N","2022-07-21 15:40:22.115453","2022-07-21 15:40:22.115459","6.5","0","0"
628,"CINTLLO 40 B/N","2022-07-21 15:40:22.118884","2022-07-21 15:40:22.118888","10","0","0"
629,"CIZALLA 12""","2022-07-21 15:40:22.122382","2022-07-21 15:40:22.122386","26","0","0"
632,"CIZALLA 18""","2022-07-21 15:40:22.132945","2022-07-21 15:40:22.132951","33.8","0","0"
633,"CIZALLA 18""  TRUPER","2022-07-21 15:40:22.136489","2022-07-21 15:40:22.136495","44.2","0","0"
634,"CIZALLA 24""  C & A","2022-07-21 15:40:22.139922","2022-07-21 15:40:22.139926","27.74","0","0"
635,"CIZALLA 24"" KAMASA","2022-07-21 15:40:22.15691","2022-07-21 15:40:22.156915","59.32","0","0"
636,"CIZALLA 36""  KAMASA NEGRO","2022-07-21 15:40:22.161143","2022-07-21 15:40:22.161147","87","0","0"
650,"CLAVO ALBAÑIL 5"" PRODAC","2022-07-21 15:40:22.216222","2022-07-21 15:40:22.216226","5.3","10","0"
651,"CLAVO ALBAÑIL 7"" CON CABEZA","2022-07-21 15:40:22.219388","2022-07-21 15:40:22.219392","3.3","10","0"
652,"CLAVO ALBAÑIL 8"" CON CABEZA.","2022-07-21 15:40:22.222811","2022-07-21 15:40:22.222815","3.3","10","0"
656,"CLAVO ALCAYATA 3""  BARCO","2022-07-21 15:40:22.241315","2022-07-21 15:40:22.241321","0","0.4","0"
657,"CLAVO DE ACERO 1 1/2"" BARCO","2022-07-21 15:40:22.24486","2022-07-21 15:40:22.244864","0.1","0.2","0"
658,"CLAVO DE ACERO 1"" BARCO","2022-07-21 15:40:22.248154","2022-07-21 15:40:22.248158","0.03","0.1","0"
662,"CLAVO DE ACERO 3 1/2"" BARCO X CAJA","2022-07-21 15:40:22.260944","2022-07-21 15:40:22.260948","7.5","15","0"
667,"CLAVO DE ACERO 5"" BARCO","2022-07-21 15:40:22.278096","2022-07-21 15:40:22.278101","0.25","0.6","0"
668,"CLAVO PARA CALAMINA 2 1/2"" PRODAC","2022-07-21 15:40:22.282142","2022-07-21 15:40:22.282148","6.8","12","0"
670,"CLORO LIQUIDO AL 6,5%  3,5 KG. MARTELL","2022-07-21 15:40:22.296194","2022-07-21 15:40:22.2962","9.68","0","0"
671,"CLORO LIQUIDO AL 6,6%  3.30KG.  LOSARO","2022-07-21 15:40:22.29976","2022-07-21 15:40:22.299766","7.5","0","0"
672,"CLORO LIQUIDO AL 7,5%  1GLN.  LOSARO","2022-07-21 15:40:22.303248","2022-07-21 15:40:22.303252","5.48","0","0"
673,"COCODRILOS","2022-07-21 15:40:22.306584","2022-07-21 15:40:22.306588","0","0","0"
674,"CODO 1"" F/GALVANIZADO","2022-07-21 15:40:22.312046","2022-07-21 15:40:22.312051","2.5","0","0"
678,"CODO 2X90 S/R AGUA PLASTICA","2022-07-21 15:40:22.325983","2022-07-21 15:40:22.325988","0","0","0"
679,"CODO 3"" F/GALVANIZADO","2022-07-21 15:40:22.32947","2022-07-21 15:40:22.329474","0","0","0"
680,"CODO 3/4"" BRONCE GROSSO","2022-07-21 15:40:22.332858","2022-07-21 15:40:22.332862","9","0","0"
687,"CODO 45º 2"" AGUA HECHIZO","2022-07-21 15:40:22.365974","2022-07-21 15:40:22.365978","4.5","0","0"
689,"CODO 45º 2"" DESAGUE NICOLL","2022-07-21 15:40:22.373144","2022-07-21 15:40:22.37315","1.56","0","0"
692,"CODO 45º 3"" DESAGUE NICOLL","2022-07-21 15:40:22.384911","2022-07-21 15:40:22.384916","2.45","0","0"
699,"CODO 45º 4"" S/R AGUA PAVCO","2022-07-21 15:40:22.414882","2022-07-21 15:40:22.414887","0","0","0"
700,"CODO 45º 4"" S/R AGUA PLASTICA","2022-07-21 15:40:22.419587","2022-07-21 15:40:22.419592","0","0","0"
701,"CODO 45º 6"" ALCANTARILLADO","2022-07-21 15:40:22.42824","2022-07-21 15:40:22.428246","14","38","0"
702,"CODO 90° 1/2"" MIXTO MATUSITA","2022-07-21 15:40:22.431758","2022-07-21 15:40:22.431762","0.99","0","0"
698,"CODO 45º 4"" DESAGUE PLASTICA","2022-07-21 15:40:22.41076","2022-07-21 15:40:22.410765","4.6","0","-2"
694,"CODO 45º 3/4"" S/R AGUA PAVCO","2022-07-21 15:40:22.391784","2022-07-21 15:40:22.391788","1.5","0","-1"
666,"CLAVO DE ACERO 4"" X CAJA","2022-07-21 15:40:22.274773","2022-07-21 15:40:22.274777","7.5","15","-3"
691,"CODO 45º 2"" DESAGUE PLASTICA","2022-07-21 15:40:22.381369","2022-07-21 15:40:22.381372","1.42","0","-2"
660,"CLAVO DE ACERO 2  1/2"" BARCO","2022-07-21 15:40:22.254569","2022-07-21 15:40:22.254573","0.09","0.3","-12"
655,"CLAVO ALCAYATA 3""","2022-07-21 15:40:22.237951","2022-07-21 15:40:22.237956","0.1","0.4","-3"
654,"CLAVO ALCAYATA 2""","2022-07-21 15:40:22.234761","2022-07-21 15:40:22.234765","0.1","0.25","-8"
653,"CLAVO ALCAYATA 2 1/2""","2022-07-21 15:40:22.226015","2022-07-21 15:40:22.226019","0.1","0.3","-6"
688,"CODO 45º 2"" DESAGUE GERFOR","2022-07-21 15:40:22.369517","2022-08-29 21:39:51.039459","1.4","3","120"
661,"CLAVO DE ACERO 2 1/2"" BARCO X CAJA","2022-07-21 15:40:22.257718","2022-07-21 15:40:22.257722","7.5","15","-2"
637,"CLAVO ALBAÑIL 1 1/2"" PRODAC","2022-07-21 15:40:22.168714","2022-07-21 15:40:22.16872","5.9","12","-1.5"
675,"CODO 1/2"" BRONCE GROSSO LIVIANO","2022-07-21 15:40:22.315581","2022-09-01 17:32:51.765273","3.5","5","49"
665,"CLAVO DE ACERO 4"" BARCO","2022-07-21 15:40:22.271535","2022-07-21 15:40:22.271539","0.18","0.5","-5"
639,"CLAVO ALBAÑIL 2 1/2""  ","2022-07-21 15:40:22.175634","2022-08-16 22:23:02.611459","3.6","7.5","-13"
638,"CLAVO ALBAÑIL 1"" PRODAC","2022-07-21 15:40:22.172298","2022-07-21 15:40:22.172302","6.44","12","-1.25"
631,"CIZALLA 14 TRUPER","2022-07-21 15:40:22.129474","2022-08-17 15:48:27.014959","57.5","70","1"
693,"CODO 45º 3"" DESAGUE PLASTICA","2022-07-21 15:40:22.388371","2022-08-04 16:13:39.983161","3.83","7","1"
695,"CODO 45º 4"" DESAGUE GERFOR","2022-07-21 15:40:22.395179","2022-08-29 21:40:13.510195","5.6","9.5","50"
697,"CODO 45º 4"" DESAGUE PAVCO","2022-07-21 15:40:22.407038","2022-10-05 20:02:37.95821","7.4","10","60"
676,"CODO 1/2"" BRONCE GROSSO PESADO","2022-07-21 15:40:22.3191","2022-07-21 15:40:22.319104","4.8","7","-34"
664,"CLAVO DE ACERO 3"" BARCO X CAJA","2022-07-21 15:40:22.268397","2022-07-21 15:40:22.268401","8.5","15","-31"
696,"CODO 45º 4"" DESAGUE NICOLL","2022-07-21 15:40:22.398627","2022-09-01 21:51:59.076178","6.97","9.5","49"
630,"CIZALLA 12"" TRUPER","2022-07-21 15:40:22.126095","2022-08-17 15:48:04.500872","52","60","0"
643,"CLAVO ALBAÑIL 2"" ","2022-07-21 15:40:22.18897","2022-08-16 22:21:08.393163","3.9","7.5","-192.75"
669,"CLAVO PARA CALAMINA 2"" PRODAC","2022-07-21 15:40:22.289315","2022-07-21 15:40:22.289321","6.8","12","-1"
663,"CLAVO DE ACERO 3"" BARCO","2022-07-21 15:40:22.264475","2022-07-21 15:40:22.264479","0.1","0.4","-53"
681,"CODO 45º 1"" S/R AGUA PLASTICA","2022-07-21 15:40:22.336204","2022-07-21 15:40:22.336211","0","0","-2"
686,"CODO 45º 1/2"" S/R AGUA PLASTICA","2022-07-21 15:40:22.362627","2022-07-21 15:40:22.362631","0.47","0","-14"
682,"CODO 45º 1/2"" CPVC PAVCO","2022-07-21 15:40:22.344081","2022-08-04 15:42:30.035878","2.5","2.5","-5"
705,"CODO 90º 1 1/2"" S/R AGUA PLASTICA","2022-07-21 15:40:22.441544","2022-07-21 15:40:22.441548","2.44","0","0"
717,"CODO 90º 2 1/2"" S/R AGUA PLASTICA","2022-07-21 15:40:22.491511","2022-07-21 15:40:22.491517","0","0","0"
723,"CODO 90º 2"" S/R AGUA INYECTOPLAST","2022-07-21 15:40:22.51569","2022-07-21 15:40:22.515696","6.46","0","0"
732,"CODO 90º 4"" DESAGUE INYECTOPLAST","2022-07-21 15:40:22.553336","2022-07-21 15:40:22.55334","3.3","0","0"
736,"CODO 90º 6"" ALCANTARILLADO","2022-07-21 15:40:22.56653","2022-07-21 15:40:22.566534","14","38","0"
737,"CODO VENTILACION 4"" x 2"" DESAGUE PAVCO","2022-07-21 15:40:22.569894","2022-07-21 15:40:22.5699","8.41","0","0"
738,"COLA CLASICA CARPINTERO TEKNO","2022-07-21 15:40:22.573436","2022-07-21 15:40:22.573441","5.1","9","0"
739,"COLA EXTRA CARPINTERO TEKNO","2022-07-21 15:40:22.576644","2022-07-21 15:40:22.576648","7.6","15","0"
740,"COLA SINTETICA 1 GLN. LOSARO","2022-07-21 15:40:22.580331","2022-07-21 15:40:22.580335","19.5","0","0"
741,"COLA SINTETICA 1 KG. EL RAYO","2022-07-21 15:40:22.58711","2022-07-21 15:40:22.587115","3.42","0","0"
742,"COLA SINTETICA 1 KG. LOSARO","2022-07-21 15:40:22.590455","2022-07-21 15:40:22.590459","3.63","0","0"
745,"COLA SINTETICA 1/4 KG. LOSARO","2022-07-21 15:40:22.601248","2022-07-21 15:40:22.601254","1.99","0","0"
746,"COLA SINTETICA 1/4 KG. MARTELL","2022-07-21 15:40:22.604861","2022-07-21 15:40:22.604867","1.9","0","0"
747,"COLA SINTETICA 4 KG. (BALDE) MARTELL","2022-07-21 15:40:22.608321","2022-07-21 15:40:22.608326","11.5","0","0"
748,"COLA SINTETICA 4 LT.NOVACERAM","2022-07-21 15:40:22.611721","2022-07-21 15:40:22.611725","13.75","0","0"
749,"COLA SINTETICA CARPINTERO GLN. TAMSA","2022-07-21 15:40:22.615255","2022-07-21 15:40:22.615258","20","0","0"
751,"COMBA 1KG TRAMONTINA 2  LIBRAS","2022-07-21 15:40:22.621984","2022-07-21 15:40:22.621988","21","40","0"
753,"COMBA C/MANGO 4 LBS C & A","2022-07-21 15:40:22.628873","2022-07-21 15:40:22.628879","14.6","0","0"
754,"COMBA ECONOMICA","2022-07-21 15:40:22.632639","2022-07-21 15:40:22.632645","0","0","0"
755,"COMBA OCTAGONAL 12"" 2.5 LIBRAS TRUPER","2022-07-21 15:40:22.63615","2022-07-21 15:40:22.636156","25.84","0","0"
756,"COMBA OCTAGONAL 12"" 3 LIBRAS TRUPER","2022-07-21 15:40:22.640868","2022-07-21 15:40:22.640872","28.15","0","0"
757,"COMBAS 6LB FIERRO FUNDIDO","2022-07-21 15:40:22.644101","2022-07-21 15:40:22.644105","10","0","0"
760,"CONCHO BASE/TECHO XM 3","2022-07-21 15:40:22.654102","2022-07-21 15:40:22.654106","0","60","0"
761,"CONECTOR COAXIAL ""F"" C/ROSCA","2022-07-21 15:40:22.657543","2022-07-21 15:40:22.657548","0","0","0"
762,"CONECTOR LUZ 1""","2022-07-21 15:40:22.660687","2022-07-21 15:40:22.660691","0.6","0","0"
763,"CONECTOR LUZ 2""","2022-07-21 15:40:22.663992","2022-07-21 15:40:22.663995","0","0","0"
764,"CONECTOR LUZ 3/4""","2022-07-21 15:40:22.667102","2022-07-21 15:40:22.667107","0.4","0","0"
765,"CONECTOR P/CABLE COAXIAL TELEFONICA","2022-07-21 15:40:22.670519","2022-07-21 15:40:22.670523","0.21","0","0"
767,"CONECTOR SCIENTIFIC SATELLITE PESADO","2022-07-21 15:40:22.679879","2022-07-21 15:40:22.679883","0.9","3","0"
768,"CONMUTACIÓN DOBLE PLATA TEOLUX","2022-07-21 15:40:22.683116","2022-07-21 15:40:22.68312","10","0","0"
769,"CONMUTACIÓN SIMPLE PLATA TEOLUX","2022-07-21 15:40:22.686333","2022-07-21 15:40:22.686337","9","0","0"
770,"CONTRATUERCA DE 2"" BRONCE","2022-07-21 15:40:22.689454","2022-07-21 15:40:22.689458","0","0","0"
771,"CONTROL DE NIVEL ROTOPLAST(RADAR)","2022-07-21 15:40:22.692627","2022-07-21 15:40:22.692631","60","0","0"
772,"CORDON DE PLANCHA BRANDE","2022-07-21 15:40:22.695988","2022-07-21 15:40:22.695992","0","0","0"
773,"CORPORATION 1/2"" AGUA","2022-07-21 15:40:22.699394","2022-07-21 15:40:22.699398","0","0","0"
774,"CORTAVIDRIO M/MADERA SCHUBERT","2022-07-21 15:40:22.702789","2022-07-21 15:40:22.702795","4","0","0"
775,"CORTAVIENTO","2022-07-21 15:40:22.706379","2022-07-21 15:40:22.706383","5.53","0","0"
777,"CRUCETAS 2x2 BLANCO C/JALADOR","2022-07-21 15:40:22.713027","2022-07-21 15:40:22.713032","1.5","0","0"
778,"CRUCETAS 3x3 BLANCO C/JALADOR","2022-07-21 15:40:22.716349","2022-07-21 15:40:22.716354","1.8","0","0"
780,"CURVA 1"" LUZ SAP","2022-07-21 15:40:22.722991","2022-07-21 15:40:22.722995","1.36","0","0"
750,"COMBA 1.5KG TRAMONTINA 3  LIBRAS","2022-07-21 15:40:22.618531","2022-08-13 20:06:10.072584","1","50","1"
776,"CRUCETAS 1x1 BLANCO C/JALADOR","2022-07-21 15:40:22.709731","2022-07-21 15:40:22.709734","1.5","0","-1"
710,"CODO 90º 1/2"" C/R AGUA PLASTICA","2022-07-21 15:40:22.459785","2022-08-03 19:31:15.871203","0.77","2","-5"
709,"CODO 90º 1/2"" C/R AGUA PAVCO","2022-07-21 15:40:22.456282","2022-08-04 16:10:48.99984","1.65","2.5","-27"
708,"CODO 90º 1"" S/R AGUA PLASTICA","2022-07-21 15:40:22.452821","2022-07-21 15:40:22.452827","0","0","-4"
758,"CONCHO BASE/TECHO CARRET","2022-07-21 15:40:22.647372","2022-07-21 15:40:22.647378","0","6","-12"
713,"CODO 90º 1/2"" MIXTO AGUA PLASTICA","2022-07-21 15:40:22.470376","2022-08-03 19:32:14.132642","0.78","2.5","0"
744,"COLA SINTETICA 1 KG. NOVACERAM","2022-07-21 15:40:22.59792","2022-07-21 15:40:22.597925","5.2","8","-7"
718,"CODO 90º 2"" DESAGUE GERFOR","2022-07-21 15:40:22.497518","2022-08-29 21:40:36.256214","1.9","3","200"
721,"CODO 90º 2"" DESAGUE PLASTICA","2022-07-21 15:40:22.507761","2022-09-22 22:15:27.26292","1.92","2.8","250"
726,"CODO 90º 3"" DESAGUE PLASTICA","2022-07-21 15:40:22.530968","2022-08-03 19:41:14.425199","4.91","7.5","1"
715,"CODO 90º 1/2"" S/R AGUA PAVCO","2022-07-21 15:40:22.482753","2022-10-05 19:59:12.630049","1.45","2.5","294"
728,"CODO 90º 3/4"" CPVC","2022-07-21 15:40:22.538217","2022-08-04 15:35:18.055509","2.6","3.5","1"
766,"CONECTOR ROSCA SCIENTIFIC","2022-07-21 15:40:22.673911","2022-08-05 21:17:33.22793","1","2","-7"
706,"CODO 90º 1"" C/R AGUA PLASTICA","2022-07-21 15:40:22.445082","2022-08-04 20:25:43.708207","1.82","3.5","1"
725,"CODO 90º 3"" DESAGUE NICOLL","2022-07-21 15:40:22.52649","2022-08-04 16:15:31.416975","4.5","8","1"
730,"CODO 90º 3/4"" S/R AGUA PLASTICA","2022-07-21 15:40:22.545757","2022-08-04 16:17:22.772938","1.24","2.5","1"
714,"CODO 90º 1/2"" S/R AGUA NICOLL","2022-07-21 15:40:22.474194","2022-08-04 16:12:12.246563","1.3","2.5","-2"
735,"CODO 90º 4"" DESAGUE PLASTICA","2022-07-21 15:40:22.563244","2022-08-03 19:40:12.04822","6.54","9","-2"
712,"CODO 90º 1/2"" MIXTO AGUA PAVCO","2022-07-21 15:40:22.466658","2022-08-04 20:27:49.394281","1.7","3","1"
733,"CODO 90º 4"" DESAGUE NICOLL","2022-07-21 15:40:22.556647","2022-09-01 21:57:00.553142","7.5","10","40"
752,"COMBA 2KG TRAMONTINA 4  LIBRAS","2022-07-21 15:40:22.625314","2022-08-06 14:13:08.508916","20","60","1"
743,"COLA SINTETICA 1 KG. MARTELL","2022-07-21 15:40:22.593681","2022-09-22 22:41:02.743954","7.2","10","12"
727,"CODO 90º 3"" S/R AGUA PLASTICA","2022-07-21 15:40:22.534278","2022-07-21 15:40:22.534284","0","0","-2"
716,"CODO 90º 1/2"" S/R AGUA PLASTICA","2022-07-21 15:40:22.486404","2022-09-01 22:12:08.140252","0.77","2","183"
729,"CODO 90º 3/4"" S/R AGUA PAVCO","2022-07-21 15:40:22.542403","2022-08-04 16:19:02.422426","3","4","-7"
779,"CURVA 1"" AGUA LIVIANO HECHIZO","2022-07-21 15:40:22.719542","2022-08-18 21:10:07.83833","1","5","1"
719,"CODO 90º 2"" DESAGUE NICOLL","2022-07-21 15:40:22.500828","2022-08-03 19:33:59.561447","1.82","2.8","-37"
731,"CODO 90º 4"" DESAGUE GERFOR","2022-07-21 15:40:22.5496","2022-08-29 21:41:25.271712","6.82","9.5","20"
707,"CODO 90º 1"" S/R AGUA PAVCO","2022-07-21 15:40:22.448453","2022-07-21 15:40:22.448457","3.99","0","-8"
711,"CODO 90º 1/2"" CPVC PAVCO","2022-07-21 15:40:22.46303","2022-08-04 15:34:43.129015","1","2.5","-14"
782,"CURVA 2"" AGUA","2022-07-21 15:40:22.729882","2022-07-21 15:40:22.729886","0","0","0"
783,"CURVA 2"" LUZ","2022-07-21 15:40:22.733191","2022-07-21 15:40:22.733194","0","0","0"
787,"CURVA 3/4"" LUZ - GRIS PLASTICA","2022-07-21 15:40:22.753062","2022-07-21 15:40:22.753066","0","0","0"
788,"CURVA 3/4"" LUZ- GRIS NICOLL","2022-07-21 15:40:22.758347","2022-07-21 15:40:22.758352","0","0","0"
789,"CURVA 3/4"" LUZ SAP","2022-07-21 15:40:22.761708","2022-07-21 15:40:22.761712","0.8","0","0"
791,"CUTER JIAN SHONG","2022-07-21 15:40:22.768868","2022-07-21 15:40:22.768874","3.5","6","0"
792,"CUTER TRUPER","2022-07-21 15:40:22.772557","2022-07-21 15:40:22.772561","11.78","0","0"
794,"DADO CROMADO 10MM KAMASA","2022-07-21 15:40:22.779704","2022-07-21 15:40:22.779711","2.64","0","0"
795,"DADO CROMADO 8MM KAMASA","2022-07-21 15:40:22.78319","2022-07-21 15:40:22.783194","2.8","5","0"
796,"DADO MAGNETICO 3/8","2022-07-21 15:40:22.786693","2022-07-21 15:40:22.786699","7","0","0"
797,"DADO MAGNETICO 5/16","2022-07-21 15:40:22.790357","2022-07-21 15:40:22.790362","7","0","0"
798,"DADO NRO 08","2022-07-21 15:40:22.793946","2022-07-21 15:40:22.793952","2.8","5","0"
799,"DADO NRO 08","2022-07-21 15:40:22.799178","2022-07-21 15:40:22.799181","2.5","0","0"
800,"DADO NRO 10","2022-07-21 15:40:22.803071","2022-07-21 15:40:22.803077","2.64","0","0"
801,"DADO NRO 10","2022-07-21 15:40:22.806576","2022-07-21 15:40:22.806582","2.5","0","0"
802,"DADO NRO 11","2022-07-21 15:40:22.816019","2022-07-21 15:40:22.816023","2.5","0","0"
803,"DADO NRO 13","2022-07-21 15:40:22.823143","2022-07-21 15:40:22.823148","2.5","0","0"
804,"DADO NRO 15","2022-07-21 15:40:22.826745","2022-07-21 15:40:22.826749","3.54","0","0"
805,"DADO NRO 17","2022-07-21 15:40:22.830396","2022-07-21 15:40:22.830401","3.54","0","0"
806,"DADO NRO 22","2022-07-21 15:40:22.833693","2022-07-21 15:40:22.833699","4","0","0"
807,"DADO NRO 24","2022-07-21 15:40:22.837662","2022-07-21 15:40:22.837668","4.5","0","0"
808,"DADO POLIGONAL NRO 10 TRUPER","2022-07-21 15:40:22.841526","2022-07-21 15:40:22.841532","3.76","0","0"
809,"DADO POLIGONAL NRO 11 TRUPER","2022-07-21 15:40:22.845274","2022-07-21 15:40:22.845279","3.76","0","0"
810,"DADO POLIGONAL NRO 12 TRUPER","2022-07-21 15:40:22.848824","2022-07-21 15:40:22.84883","3.76","0","0"
811,"DADO POLIGONAL NRO 13 TRUPER","2022-07-21 15:40:22.852279","2022-07-21 15:40:22.852285","3.76","0","0"
812,"DADO POLIGONAL NRO 14 TRUPER","2022-07-21 15:40:22.857071","2022-07-21 15:40:22.857075","3.76","0","0"
813,"DADO POLIGONAL NRO 15 TRUPER","2022-07-21 15:40:22.860491","2022-07-21 15:40:22.860495","3.76","0","0"
814,"DADO POLIGONAL NRO 16 TRUPER","2022-07-21 15:40:22.864683","2022-07-21 15:40:22.864689","3.76","0","0"
815,"DADO POLIGONAL NRO 17 TRUPER","2022-07-21 15:40:22.868269","2022-07-21 15:40:22.868273","3.93","0","0"
816,"DCBDA08 4 1/2""x1/32""X7/8""","2022-07-21 15:40:22.872262","2022-07-21 15:40:22.872268","0","0","0"
817,"DCBNA32 14""X7/64""X1"" NORTON","2022-07-21 15:40:22.875713","2022-07-21 15:40:22.875717","13.22","0","0"
818,"DCBNA32 9""x1/8x7/8"" NORTON","2022-07-21 15:40:22.881563","2022-07-21 15:40:22.881569","8.08","0","0"
819,"DESAGUE  CROMADO CANASTILLA","2022-07-21 15:40:22.88543","2022-07-21 15:40:22.885435","0","18","0"
820,"DESAGUE LAVATORIO PVC FAVINSA","2022-07-21 15:40:22.88895","2022-07-21 15:40:22.888956","4","0","0"
821,"DESARMADOR 3*3 KAMASA","2022-07-21 15:40:22.89248","2022-07-21 15:40:22.892484","1.58","0","0"
822,"DESARMADOR DOBLE PUNTA 107","2022-07-21 15:40:22.896038","2022-07-21 15:40:22.896043","3.67","5.5","0"
824,"DESARMADOR DOBLE PUNTA 206","2022-07-21 15:40:22.904714","2022-07-21 15:40:22.904718","1.33","0","0"
825,"DESARMADOR DOBLE PUNTA 6X90MM TRUPER","2022-07-21 15:40:22.909332","2022-07-21 15:40:22.909338","1.4","0","0"
826,"DESATORADOR LIQUIDO 1.4LT. MARTELL","2022-07-21 15:40:22.924621","2022-07-21 15:40:22.924626","5.5","0","0"
827,"DESATORADOR LIQUIDO LT. DERQUSA","2022-07-21 15:40:22.92882","2022-07-21 15:40:22.928824","3.61","0","0"
828,"DESATORADOR LIQUIDO LT. LOSARO","2022-07-21 15:40:22.932384","2022-07-21 15:40:22.932389","5.5","0","0"
829,"DESINFECTANTE AMBIENTAL PINO GLN. MARTELL","2022-07-21 15:40:22.936031","2022-07-21 15:40:22.936035","9.6","0","0"
830,"DESINFECTANTE CLEAN BAÑO AZUL INDUSTRIAL","2022-07-21 15:40:22.939696","2022-07-21 15:40:22.939702","0","17","0"
831,"DESINFECTANTE LIMON X 900 ML.","2022-07-21 15:40:22.94334","2022-07-21 15:40:22.943344","3.51","0","0"
832,"DESINFECTANTE PINO NATURAL FCO 900 ML. SAPOLIO","2022-07-21 15:40:22.94707","2022-07-21 15:40:22.947074","3.87","0","0"
